case_id,first_name,last_name,date_of_birth,gender,race,height_cm,weight_kg,eye_color,hair_color,missing_city,missing_state,missing_date,missing_age,recovery_status,recovery_date,circumstance,reporter_type,last_seen_location
C08808,Arjun,Reddy,2017-09-12,Female,African,146,29,Black,Grey,Pune,Rajasthan,2021-09-29,8,Found,2022-03-07,Separated in a crowd,Police,"Near school, Lucknow"
C08809,Arjun,Nair,2018-02-01,Female,Hispanic,92,19,Blue,Red,Delhi,Delhi,2023-09-02,7,Found,2024-02-25,Abducted by unknown person,Teacher,"Near school, Hyderabad"
C08810,Kabir,Gupta,2016-01-03,Female,Hispanic,141,45,Hazel,Brown,Lucknow,Gujarat,2022-04-13,9,Found,2022-08-10,Abducted by unknown person,Police,"Near temple, Kolkata"
C08811,Ananya,Sharma,2018-08-05,Male,African,100,47,Hazel,Red,Lucknow,Gujarat,2022-02-08,7,Still Missing,,Missing after school,NGO,"Near market, Jaipur"
C08812,Aditya,Nair,2013-01-14,Female,Asian,160,30,Green,Grey,Pune,Maharashtra,2024-03-31,12,Still Missing,,Wandered away from home,Teacher,"Near mall, Ahmedabad"
C08813,Ishaan,Kumar,2013-08-02,Female,Mixed,144,24,Green,Black,Lucknow,Karnataka,2021-11-28,12,Found,2021-12-15,Separated in a crowd,Police,"Near bus stop, Jaipur"
C08814,Vivaan,Reddy,2018-07-14,Male,Caucasian,155,27,Brown,Grey,Lucknow,Tamil Nadu,2023-11-27,7,Still Missing,,Lost during travel,NGO,"Near bus stop, Jaipur"
C08815,Diya,Singh,2020-12-27,Male,Caucasian,129,26,Green,Blonde,Kolkata,Uttar Pradesh,2022-06-02,4,Still Missing,,Wandered away from home,Parent,"Near market, Chennai"
C08816,Kabir,Das,2013-08-10,Female,Mixed,122,21,Blue,Grey,Delhi,West Bengal,2025-01-25,12,Still Missing,,Separated in a crowd,NGO,"Near school, Bangalore"
C08817,Kabir,Mehta,2022-04-17,Male,Hispanic,158,15,Brown,Grey,Kolkata,Telangana,2021-02-28,3,Still Missing,,Last seen near park,Police,"Near bus stop, Hyderabad"
C08818,Kabir,Nair,2021-05-10,Male,Mixed,131,42,Hazel,Grey,Kolkata,Karnataka,2021-05-29,4,Found,2021-09-21,Wandered away from home,Relative,"Near market, Mumbai"
C08819,Vivaan,Singh,2019-01-29,Male,African,119,34,Black,Blonde,Ahmedabad,Gujarat,2020-12-08,6,Found,2021-04-12,Missing after school,Police,"Near mall, Kolkata"
C08820,Ananya,Kumar,2015-05-29,Female,Asian,106,20,Black,Blonde,Pune,Tamil Nadu,2021-09-02,10,Still Missing,,Abducted by unknown person,Relative,"Near temple, Ahmedabad"
C08821,Aditya,Nair,2013-03-03,Female,African,145,37,Brown,Blonde,Delhi,West Bengal,2025-05-12,12,Still Missing,,Separated in a crowd,Teacher,"Near temple, Hyderabad"
C08822,Ananya,Nair,2014-09-15,Male,Hispanic,139,43,Blue,Black,Chennai,Maharashtra,2024-10-30,11,Found,2025-03-30,Missing after school,Relative,"Near school, Chennai"
C08823,Vivaan,Reddy,2017-08-06,Female,Hispanic,135,24,Black,Red,Mumbai,Maharashtra,2024-09-12,8,Found,2025-02-15,Missing after school,Relative,"Near temple, Bangalore"
C08824,Aditya,Patel,2021-09-22,Female,African,153,21,Blue,Brown,Jaipur,West Bengal,2020-11-16,4,Still Missing,,Wandered away from home,Parent,"Near mall, Ahmedabad"
C08825,Ananya,Mehta,2022-07-13,Female,Mixed,120,21,Black,Red,Jaipur,Delhi,2024-06-14,3,Still Missing,,Wandered away from home,NGO,"Near market, Pune"
C08826,Aisha,Joshi,2015-06-15,Female,Asian,150,26,Blue,Grey,Hyderabad,Uttar Pradesh,2024-11-18,10,Found,2025-03-01,Missing after school,Teacher,"Near mall, Delhi"
C08827,Ananya,Reddy,2022-09-04,Male,Hispanic,130,47,Hazel,Blonde,Hyderabad,Gujarat,2022-10-25,3,Found,2022-12-09,Missing after school,Relative,"Near mall, Mumbai"
C08828,Aarav,Joshi,2015-12-01,Male,Mixed,149,21,Green,Brown,Kolkata,Karnataka,2023-08-06,9,Found,2023-08-08,Wandered away from home,Parent,"Near bus stop, Lucknow"
C08829,Riya,Patel,2020-01-22,Female,Asian,113,46,Brown,Blonde,Kolkata,Rajasthan,2022-03-18,5,Found,2022-03-29,Last seen near park,Police,"Near temple, Delhi"
C08830,Vivaan,Singh,2014-12-26,Female,Mixed,154,30,Black,Grey,Lucknow,Rajasthan,2022-08-30,10,Still Missing,,Lost during travel,Parent,"Near temple, Lucknow"
C08831,Vivaan,Das,2014-07-31,Male,Caucasian,152,50,Hazel,Brown,Pune,Delhi,2024-11-17,11,Found,2024-12-20,Lost during travel,Parent,"Near mall, Kolkata"
C08832,Diya,Joshi,2016-03-03,Male,African,92,19,Black,Black,Jaipur,Telangana,2025-08-23,9,Still Missing,,Abducted by unknown person,Teacher,"Near bus stop, Lucknow"
C08833,Ananya,Patel,2013-12-19,Female,Hispanic,132,23,Blue,Black,Hyderabad,Maharashtra,2021-07-08,11,Found,2021-08-06,Abducted by unknown person,Relative,"Near bus stop, Chennai"
C08834,Diya,Sharma,2022-06-09,Female,Mixed,148,37,Black,Black,Kolkata,Karnataka,2022-04-05,3,Still Missing,,Wandered away from home,Teacher,"Near market, Delhi"
C08835,Vivaan,Mehta,2018-06-25,Female,Caucasian,117,20,Green,Black,Chennai,Delhi,2021-02-08,7,Still Missing,,Separated in a crowd,Police,"Near market, Mumbai"
C08836,Aditya,Singh,2015-03-06,Male,Caucasian,110,29,Black,Black,Delhi,Delhi,2023-11-08,10,Found,2024-04-22,Missing after school,Parent,"Near mall, Hyderabad"
C08837,Aarav,Gupta,2018-05-13,Female,Asian,133,49,Hazel,Grey,Ahmedabad,Maharashtra,2024-05-13,7,Still Missing,,Separated in a crowd,Teacher,"Near mall, Hyderabad"
C08838,Riya,Patel,2017-08-10,Female,Hispanic,120,16,Black,Black,Ahmedabad,Tamil Nadu,2023-10-01,8,Still Missing,,Missing after school,NGO,"Near mall, Jaipur"
C08839,Kabir,Das,2020-07-17,Male,Asian,102,27,Blue,Black,Pune,Rajasthan,2024-03-10,5,Found,2024-06-02,Separated in a crowd,NGO,"Near mall, Jaipur"
C08840,Aditya,Reddy,2020-02-10,Female,Mixed,145,38,Black,Brown,Mumbai,Tamil Nadu,2020-11-11,5,Still Missing,,Wandered away from home,Relative,"Near bus stop, Mumbai"
C08841,Riya,Reddy,2019-09-13,Female,Hispanic,125,46,Blue,Red,Jaipur,West Bengal,2025-09-20,6,Still Missing,,Separated in a crowd,NGO,"Near market, Hyderabad"
C08842,Kabir,Singh,2014-07-16,Male,Caucasian,118,35,Blue,Blonde,Delhi,Karnataka,2022-10-24,11,Found,2022-11-19,Lost during travel,Teacher,"Near school, Lucknow"
C08843,Diya,Mehta,2015-10-01,Male,Caucasian,122,38,Black,Grey,Ahmedabad,Telangana,2023-02-09,10,Found,2023-06-03,Abducted by unknown person,Parent,"Near mall, Chennai"
C08844,Vivaan,Patel,2022-05-16,Female,African,156,42,Green,Black,Hyderabad,Maharashtra,2024-01-17,3,Still Missing,,Missing after school,Parent,"Near temple, Chennai"
C08845,Aisha,Joshi,2013-11-19,Female,Hispanic,125,44,Black,Black,Delhi,West Bengal,2022-12-16,11,Still Missing,,Last seen near park,NGO,"Near mall, Ahmedabad"
C08846,Arjun,Nair,2021-11-04,Female,Mixed,122,44,Hazel,Brown,Chennai,Gujarat,2022-12-29,3,Still Missing,,Missing after school,Relative,"Near mall, Ahmedabad"
C08847,Diya,Das,2020-06-03,Male,Hispanic,122,32,Brown,Grey,Ahmedabad,Telangana,2025-05-02,5,Still Missing,,Wandered away from home,Relative,"Near mall, Mumbai"
C08848,Aditya,Joshi,2020-11-26,Male,Hispanic,122,20,Hazel,Blonde,Delhi,Uttar Pradesh,2023-07-20,4,Found,2024-01-15,Last seen near park,Teacher,"Near temple, Chennai"
C08849,Aisha,Mehta,2015-06-14,Female,African,139,46,Green,Black,Jaipur,Uttar Pradesh,2025-04-04,10,Found,2025-08-23,Separated in a crowd,Police,"Near market, Delhi"
C08850,Aarav,Reddy,2019-12-21,Male,Mixed,130,18,Blue,Grey,Delhi,Gujarat,2024-03-28,5,Found,2024-04-05,Last seen near park,Police,"Near temple, Chennai"
C08851,Ananya,Das,2021-01-28,Female,Caucasian,119,17,Green,Black,Lucknow,Telangana,2024-09-29,4,Found,2025-01-11,Last seen near park,NGO,"Near mall, Ahmedabad"
C08852,Aarav,Reddy,2013-05-13,Male,Caucasian,152,20,Hazel,Red,Delhi,West Bengal,2024-08-28,12,Found,2025-01-12,Last seen near park,NGO,"Near school, Mumbai"
C08853,Kabir,Mehta,2020-08-03,Male,Mixed,146,49,Brown,Red,Delhi,Tamil Nadu,2023-10-30,5,Found,2024-02-28,Last seen near park,Parent,"Near bus stop, Jaipur"
C08854,Aisha,Reddy,2019-04-26,Male,Caucasian,149,46,Blue,Blonde,Hyderabad,Tamil Nadu,2022-01-21,6,Still Missing,,Missing after school,Police,"Near market, Mumbai"
C08855,Diya,Reddy,2015-06-26,Male,African,155,22,Hazel,Red,Ahmedabad,Maharashtra,2022-08-10,10,Found,2022-12-16,Last seen near park,Police,"Near market, Ahmedabad"
C08856,Aisha,Kumar,2015-05-22,Male,African,92,36,Blue,Blonde,Pune,West Bengal,2025-01-10,10,Found,2025-03-22,Missing after school,Police,"Near mall, Ahmedabad"
C08857,Vivaan,Sharma,2021-09-02,Male,Caucasian,113,46,Brown,Brown,Bangalore,Telangana,2021-05-22,4,Still Missing,,Separated in a crowd,Relative,"Near mall, Hyderabad"
C08858,Aisha,Das,2019-11-02,Male,Caucasian,136,35,Brown,Brown,Pune,Karnataka,2022-09-04,5,Still Missing,,Missing after school,Relative,"Near market, Pune"
C08859,Riya,Das,2013-07-11,Female,Mixed,119,26,Blue,Grey,Bangalore,Gujarat,2022-10-06,12,Found,2022-11-24,Wandered away from home,Police,"Near temple, Mumbai"
C08860,Kabir,Nair,2020-03-03,Female,African,105,30,Hazel,Blonde,Jaipur,Tamil Nadu,2021-08-10,5,Still Missing,,Abducted by unknown person,Teacher,"Near bus stop, Bangalore"
C08861,Aarav,Kumar,2020-10-07,Female,Hispanic,110,43,Blue,Blonde,Mumbai,Rajasthan,2023-10-31,5,Found,2024-01-02,Last seen near park,Police,"Near bus stop, Pune"
C08862,Arjun,Reddy,2022-09-08,Male,Caucasian,157,45,Brown,Red,Bangalore,Maharashtra,2022-09-09,3,Still Missing,,Lost during travel,Police,"Near temple, Chennai"
C08863,Aditya,Kumar,2013-04-11,Female,African,126,48,Brown,Red,Pune,Maharashtra,2022-06-02,12,Found,2022-08-10,Last seen near park,NGO,"Near temple, Hyderabad"
C08864,Ananya,Kumar,2013-03-09,Female,Caucasian,153,27,Hazel,Red,Hyderabad,Rajasthan,2023-10-04,12,Still Missing,,Lost during travel,Parent,"Near school, Ahmedabad"
C08865,Aisha,Joshi,2015-10-21,Female,Caucasian,134,50,Green,Grey,Hyderabad,Telangana,2025-03-17,9,Found,2025-08-09,Missing after school,Parent,"Near bus stop, Pune"
C08866,Aditya,Das,2018-11-28,Male,Hispanic,106,23,Green,Brown,Delhi,Telangana,2024-05-21,6,Found,2024-09-27,Last seen near park,Parent,"Near mall, Bangalore"
C08867,Riya,Sharma,2018-03-20,Female,Asian,127,18,Green,Blonde,Pune,Karnataka,2022-02-28,7,Found,2022-06-14,Lost during travel,NGO,"Near school, Ahmedabad"
C08868,Aarav,Patel,2016-10-30,Male,Caucasian,134,23,Green,Grey,Hyderabad,West Bengal,2022-12-19,8,Still Missing,,Last seen near park,NGO,"Near school, Chennai"
C08869,Aditya,Mehta,2013-02-23,Female,Hispanic,112,26,Hazel,Brown,Pune,Maharashtra,2023-06-30,12,Still Missing,,Separated in a crowd,Parent,"Near temple, Bangalore"
C08870,Ananya,Reddy,2022-06-25,Male,Asian,95,34,Green,Brown,Ahmedabad,Gujarat,2023-09-09,3,Still Missing,,Lost during travel,Parent,"Near bus stop, Lucknow"
C08871,Ishaan,Gupta,2021-04-26,Male,African,124,47,Brown,Blonde,Bangalore,Gujarat,2022-05-02,4,Still Missing,,Separated in a crowd,Parent,"Near temple, Chennai"
C08872,Aarav,Kumar,2019-03-27,Female,Mixed,94,17,Black,Blonde,Chennai,Karnataka,2024-08-29,6,Still Missing,,Missing after school,NGO,"Near school, Jaipur"
C08873,Arjun,Joshi,2021-07-27,Male,Caucasian,120,39,Blue,Grey,Hyderabad,West Bengal,2024-09-23,4,Found,2024-12-27,Abducted by unknown person,Parent,"Near temple, Pune"
C08874,Vivaan,Gupta,2022-07-04,Female,Caucasian,131,45,Blue,Red,Kolkata,Karnataka,2022-10-01,3,Found,2023-03-11,Abducted by unknown person,Relative,"Near mall, Bangalore"
C08875,Aisha,Reddy,2015-06-10,Female,African,97,23,Hazel,Red,Delhi,Maharashtra,2025-05-26,10,Found,2025-11-19,Lost during travel,Parent,"Near school, Chennai"
C08876,Vivaan,Kumar,2019-01-26,Female,Mixed,98,38,Brown,Brown,Lucknow,Telangana,2021-10-07,6,Still Missing,,Separated in a crowd,Parent,"Near bus stop, Ahmedabad"
C08877,Vivaan,Gupta,2016-06-09,Male,Hispanic,143,22,Black,Red,Chennai,West Bengal,2021-02-03,9,Still Missing,,Lost during travel,NGO,"Near school, Jaipur"
C08878,Vivaan,Kumar,2017-04-12,Female,Caucasian,139,36,Blue,Grey,Ahmedabad,Telangana,2025-06-16,8,Found,2025-07-07,Wandered away from home,Teacher,"Near mall, Hyderabad"
C08879,Diya,Kumar,2019-10-16,Male,Mixed,153,16,Brown,Blonde,Pune,Telangana,2021-03-03,5,Found,2021-05-19,Separated in a crowd,Relative,"Near temple, Pune"
C08880,Ishaan,Das,2014-06-20,Male,Hispanic,106,46,Hazel,Blonde,Mumbai,Tamil Nadu,2024-08-13,11,Found,2024-11-09,Wandered away from home,Police,"Near bus stop, Delhi"
C08881,Aditya,Joshi,2019-11-06,Female,Asian,120,35,Hazel,Red,Pune,Telangana,2023-06-10,5,Still Missing,,Missing after school,Teacher,"Near temple, Jaipur"
C08882,Arjun,Gupta,2018-08-21,Male,African,116,20,Black,Grey,Lucknow,Tamil Nadu,2023-03-22,7,Still Missing,,Abducted by unknown person,Teacher,"Near mall, Pune"
C08883,Aarav,Reddy,2016-05-25,Female,Mixed,114,15,Blue,Grey,Pune,Karnataka,2022-06-03,9,Found,2022-10-22,Lost during travel,Relative,"Near school, Lucknow"
C08884,Aisha,Nair,2020-08-20,Male,Caucasian,132,31,Green,Grey,Pune,Uttar Pradesh,2023-10-08,5,Found,2024-02-11,Abducted by unknown person,Teacher,"Near temple, Ahmedabad"
C08885,Diya,Mehta,2016-01-25,Male,African,120,37,Black,Red,Ahmedabad,Rajasthan,2024-07-29,9,Found,2024-11-16,Last seen near park,NGO,"Near market, Mumbai"
C08886,Arjun,Kumar,2021-02-27,Female,Hispanic,119,49,Green,Black,Mumbai,Rajasthan,2023-10-06,4,Still Missing,,Abducted by unknown person,Relative,"Near bus stop, Pune"
C08887,Riya,Mehta,2017-08-13,Female,Asian,113,24,Black,Black,Mumbai,Gujarat,2023-12-06,8,Found,2024-01-18,Wandered away from home,Police,"Near mall, Ahmedabad"
C08888,Riya,Nair,2016-09-21,Male,Caucasian,132,28,Black,Black,Delhi,West Bengal,2025-09-24,9,Still Missing,,Lost during travel,Police,"Near bus stop, Hyderabad"
C08889,Aisha,Reddy,2013-05-19,Female,Caucasian,104,43,Green,Grey,Delhi,Gujarat,2021-03-07,12,Found,2021-06-29,Missing after school,Teacher,"Near market, Kolkata"
C08890,Aarav,Joshi,2017-01-16,Male,Asian,154,44,Green,Brown,Mumbai,Gujarat,2020-12-18,8,Found,2021-03-03,Separated in a crowd,Police,"Near mall, Ahmedabad"
C08891,Ishaan,Sharma,2021-05-18,Male,Asian,146,31,Blue,Brown,Hyderabad,Karnataka,2023-01-06,4,Still Missing,,Missing after school,Police,"Near bus stop, Delhi"
C08892,Riya,Reddy,2014-11-13,Female,Caucasian,156,17,Blue,Grey,Chennai,Tamil Nadu,2023-11-05,10,Found,2024-04-22,Wandered away from home,Parent,"Near school, Hyderabad"
C08893,Ishaan,Nair,2020-02-04,Female,African,133,44,Hazel,Blonde,Kolkata,Karnataka,2023-01-06,5,Found,2023-05-24,Last seen near park,Police,"Near bus stop, Delhi"
C08894,Aarav,Singh,2020-10-19,Female,Mixed,157,44,Brown,Brown,Lucknow,Uttar Pradesh,2020-11-07,4,Still Missing,,Separated in a crowd,Teacher,"Near market, Jaipur"
C08895,Vivaan,Gupta,2019-03-24,Female,Asian,115,38,Brown,Black,Pune,Maharashtra,2022-01-16,6,Still Missing,,Last seen near park,Relative,"Near mall, Ahmedabad"
C08896,Arjun,Mehta,2016-08-13,Male,Hispanic,114,26,Brown,Brown,Ahmedabad,Delhi,2021-03-02,9,Found,2021-08-27,Lost during travel,Relative,"Near mall, Kolkata"
C08897,Aditya,Das,2012-12-27,Male,Caucasian,124,28,Blue,Brown,Chennai,Delhi,2023-01-20,12,Still Missing,,Abducted by unknown person,Police,"Near bus stop, Delhi"
C08898,Aarav,Gupta,2021-07-02,Male,Asian,95,42,Brown,Brown,Kolkata,Uttar Pradesh,2024-04-09,4,Still Missing,,Wandered away from home,NGO,"Near temple, Jaipur"
C08899,Arjun,Das,2017-01-07,Female,Asian,120,17,Blue,Blonde,Mumbai,Karnataka,2022-02-26,8,Still Missing,,Lost during travel,NGO,"Near market, Mumbai"
C08900,Diya,Singh,2018-03-19,Female,Hispanic,103,35,Black,Red,Pune,Tamil Nadu,2023-02-22,7,Still Missing,,Last seen near park,NGO,"Near school, Lucknow"
C08901,Ananya,Nair,2014-11-15,Male,Hispanic,115,31,Blue,Red,Mumbai,Gujarat,2024-09-05,10,Found,2025-02-17,Missing after school,Teacher,"Near market, Pune"
C08902,Ishaan,Singh,2021-05-04,Male,African,93,27,Green,Grey,Ahmedabad,Uttar Pradesh,2022-11-12,4,Found,2023-02-18,Missing after school,Teacher,"Near temple, Hyderabad"
C08903,Arjun,Mehta,2021-01-04,Male,Mixed,110,20,Green,Blonde,Kolkata,West Bengal,2025-09-09,4,Found,2025-12-31,Last seen near park,Teacher,"Near temple, Bangalore"
C08904,Arjun,Gupta,2014-03-02,Female,Asian,114,22,Black,Grey,Delhi,West Bengal,2023-12-04,11,Still Missing,,Separated in a crowd,NGO,"Near temple, Kolkata"
C08905,Ishaan,Das,2015-02-20,Female,African,90,19,Blue,Grey,Kolkata,Delhi,2022-04-17,10,Found,2022-06-18,Separated in a crowd,Police,"Near temple, Lucknow"
C08906,Arjun,Reddy,2020-11-04,Male,Caucasian,148,17,Hazel,Blonde,Pune,Rajasthan,2022-08-25,4,Still Missing,,Separated in a crowd,Teacher,"Near mall, Pune"
C08907,Ishaan,Kumar,2014-09-07,Female,African,122,35,Hazel,Black,Ahmedabad,Telangana,2024-02-24,11,Found,2024-06-19,Abducted by unknown person,Police,"Near school, Pune"
C08908,Aditya,Reddy,2018-05-06,Male,Asian,150,34,Black,Grey,Kolkata,Telangana,2022-01-28,7,Still Missing,,Missing after school,Parent,"Near mall, Chennai"
C08909,Arjun,Patel,2017-05-28,Female,Asian,132,24,Hazel,Red,Mumbai,Tamil Nadu,2024-10-02,8,Found,2024-11-11,Abducted by unknown person,Parent,"Near school, Delhi"
C08910,Ananya,Nair,2021-05-16,Female,Mixed,103,39,Brown,Black,Chennai,West Bengal,2025-09-07,4,Found,2025-12-25,Last seen near park,Teacher,"Near market, Kolkata"
C08911,Kabir,Sharma,2019-12-03,Male,Asian,146,44,Black,Brown,Ahmedabad,Rajasthan,2023-01-05,5,Found,2023-02-17,Last seen near park,NGO,"Near temple, Mumbai"
C08912,Diya,Mehta,2021-04-27,Male,Caucasian,147,39,Blue,Blonde,Kolkata,West Bengal,2022-10-09,4,Still Missing,,Lost during travel,Relative,"Near market, Kolkata"
C08913,Diya,Das,2016-08-20,Female,Hispanic,145,29,Black,Blonde,Ahmedabad,Rajasthan,2021-11-11,9,Found,2022-04-04,Wandered away from home,Teacher,"Near school, Pune"
C08914,Arjun,Sharma,2018-03-30,Female,Hispanic,157,24,Hazel,Black,Lucknow,Tamil Nadu,2022-07-19,7,Found,2022-09-09,Lost during travel,Parent,"Near school, Jaipur"
C08915,Diya,Mehta,2022-06-13,Male,Hispanic,149,31,Black,Black,Kolkata,Maharashtra,2021-07-03,3,Still Missing,,Missing after school,Parent,"Near temple, Pune"
C08916,Ishaan,Kumar,2018-12-13,Male,African,112,30,Blue,Red,Hyderabad,Delhi,2023-05-27,6,Found,2023-10-12,Separated in a crowd,Teacher,"Near mall, Jaipur"
C08917,Riya,Patel,2013-12-20,Female,African,130,21,Black,Blonde,Chennai,Maharashtra,2025-04-03,11,Found,2025-08-29,Abducted by unknown person,Relative,"Near bus stop, Ahmedabad"
C08918,Aisha,Patel,2018-02-15,Female,Asian,94,32,Black,Black,Bangalore,Tamil Nadu,2024-01-22,7,Found,2024-04-07,Separated in a crowd,Parent,"Near market, Mumbai"
C08919,Vivaan,Gupta,2016-10-25,Female,African,150,35,Brown,Blonde,Chennai,Maharashtra,2024-07-22,8,Found,2024-11-10,Separated in a crowd,Teacher,"Near mall, Hyderabad"
C08920,Ishaan,Gupta,2019-08-21,Male,Asian,118,35,Blue,Black,Chennai,Uttar Pradesh,2020-11-15,6,Still Missing,,Missing after school,Relative,"Near bus stop, Hyderabad"
C08921,Ananya,Reddy,2014-04-19,Male,Mixed,159,26,Hazel,Red,Kolkata,Delhi,2021-06-15,11,Found,2021-12-06,Missing after school,Police,"Near mall, Kolkata"
C08922,Riya,Mehta,2022-05-13,Male,Mixed,127,16,Brown,Black,Jaipur,Uttar Pradesh,2021-10-01,3,Still Missing,,Missing after school,Parent,"Near temple, Pune"
C08923,Aarav,Sharma,2016-05-08,Male,Caucasian,123,18,Black,Brown,Lucknow,West Bengal,2022-04-24,9,Found,2022-06-05,Last seen near park,Teacher,"Near temple, Ahmedabad"
C08924,Aditya,Gupta,2015-08-17,Female,Mixed,159,32,Hazel,Brown,Hyderabad,Gujarat,2022-10-23,10,Found,2023-03-26,Lost during travel,NGO,"Near bus stop, Lucknow"
C08925,Diya,Joshi,2019-10-04,Male,Caucasian,130,28,Black,Red,Delhi,Uttar Pradesh,2024-04-18,6,Still Missing,,Separated in a crowd,Relative,"Near market, Kolkata"
C08926,Riya,Das,2020-06-15,Female,Hispanic,144,27,Green,Blonde,Lucknow,Uttar Pradesh,2022-06-30,5,Still Missing,,Wandered away from home,Parent,"Near temple, Kolkata"
C08927,Riya,Gupta,2014-06-16,Male,Asian,137,43,Brown,Brown,Jaipur,Maharashtra,2025-03-08,11,Found,2025-04-10,Lost during travel,Police,"Near temple, Kolkata"
C08928,Aarav,Joshi,2019-05-31,Male,Asian,95,30,Hazel,Blonde,Mumbai,Uttar Pradesh,2023-05-19,6,Found,2023-07-14,Abducted by unknown person,Parent,"Near bus stop, Chennai"
C08929,Kabir,Kumar,2019-05-17,Male,Caucasian,116,44,Blue,Blonde,Ahmedabad,West Bengal,2023-05-21,6,Still Missing,,Missing after school,NGO,"Near mall, Ahmedabad"
C08930,Aarav,Patel,2021-03-24,Female,Hispanic,138,39,Hazel,Brown,Delhi,Karnataka,2023-05-14,4,Still Missing,,Separated in a crowd,Teacher,"Near school, Kolkata"
C08931,Aarav,Gupta,2017-02-20,Female,Mixed,119,50,Brown,Brown,Pune,Gujarat,2024-06-04,8,Found,2024-06-25,Last seen near park,NGO,"Near school, Lucknow"
C08932,Aditya,Nair,2019-07-19,Male,Mixed,147,39,Blue,Red,Delhi,Tamil Nadu,2022-08-29,6,Still Missing,,Separated in a crowd,Police,"Near school, Lucknow"
C08933,Diya,Sharma,2018-08-26,Female,African,121,32,Blue,Black,Hyderabad,Delhi,2021-12-06,7,Still Missing,,Separated in a crowd,Teacher,"Near bus stop, Kolkata"
C08934,Aditya,Reddy,2016-02-02,Male,Hispanic,148,34,Green,Brown,Kolkata,Karnataka,2022-05-30,9,Found,2022-10-19,Separated in a crowd,NGO,"Near market, Pune"
C08935,Riya,Patel,2020-06-09,Female,Mixed,118,42,Hazel,Brown,Lucknow,Maharashtra,2021-07-07,5,Found,2021-10-19,Separated in a crowd,Teacher,"Near market, Chennai"
C08936,Aarav,Patel,2018-09-19,Male,Hispanic,95,16,Brown,Grey,Kolkata,Maharashtra,2023-05-22,7,Found,2023-11-11,Last seen near park,Parent,"Near temple, Bangalore"
C08937,Ishaan,Mehta,2015-06-03,Male,Asian,158,36,Green,Brown,Bangalore,Telangana,2025-05-30,10,Found,2025-06-28,Wandered away from home,Relative,"Near mall, Bangalore"
C08938,Riya,Patel,2019-06-19,Female,Hispanic,104,16,Hazel,Grey,Mumbai,Rajasthan,2022-02-25,6,Found,2022-06-20,Wandered away from home,Police,"Near bus stop, Mumbai"
C08939,Aditya,Kumar,2015-02-16,Female,Caucasian,104,46,Green,Blonde,Kolkata,Karnataka,2025-02-11,10,Found,2025-07-11,Last seen near park,Parent,"Near temple, Lucknow"
C08940,Vivaan,Singh,2017-05-08,Female,Mixed,150,37,Hazel,Black,Bangalore,Telangana,2024-06-25,8,Found,2024-12-22,Separated in a crowd,Teacher,"Near school, Delhi"
C08941,Arjun,Reddy,2020-11-27,Male,Hispanic,130,22,Blue,Red,Kolkata,Delhi,2023-11-26,4,Found,2024-04-25,Missing after school,Police,"Near market, Hyderabad"
C08942,Kabir,Sharma,2019-09-07,Female,Caucasian,96,39,Blue,Grey,Mumbai,Gujarat,2025-07-30,6,Found,2025-09-03,Lost during travel,NGO,"Near market, Delhi"
C08943,Aditya,Nair,2020-11-16,Male,Hispanic,98,17,Hazel,Blonde,Bangalore,Gujarat,2021-05-24,4,Still Missing,,Missing after school,Parent,"Near market, Hyderabad"
C08944,Ishaan,Patel,2013-09-18,Male,Hispanic,107,42,Brown,Blonde,Jaipur,Uttar Pradesh,2023-07-16,12,Still Missing,,Last seen near park,NGO,"Near mall, Pune"
C08945,Aarav,Kumar,2017-12-23,Female,Caucasian,126,24,Blue,Grey,Jaipur,West Bengal,2021-09-06,7,Still Missing,,Separated in a crowd,Teacher,"Near bus stop, Jaipur"
C08946,Ananya,Gupta,2016-04-26,Male,African,153,36,Brown,Blonde,Lucknow,West Bengal,2022-10-24,9,Still Missing,,Missing after school,Parent,"Near market, Hyderabad"
C08947,Ananya,Reddy,2015-06-08,Female,Caucasian,133,49,Green,Black,Ahmedabad,Tamil Nadu,2020-11-07,10,Still Missing,,Missing after school,Police,"Near mall, Delhi"
C08948,Ishaan,Joshi,2018-05-04,Female,African,102,35,Black,Black,Kolkata,Gujarat,2024-03-14,7,Still Missing,,Abducted by unknown person,Parent,"Near bus stop, Lucknow"
C08949,Ananya,Patel,2020-06-19,Female,African,152,44,Brown,Blonde,Jaipur,Delhi,2021-06-07,5,Found,2021-08-04,Wandered away from home,Parent,"Near temple, Jaipur"
C08950,Diya,Singh,2019-12-12,Male,Mixed,97,43,Brown,Brown,Lucknow,Rajasthan,2022-06-12,5,Found,2022-10-05,Last seen near park,Teacher,"Near temple, Jaipur"
C08951,Diya,Mehta,2015-01-31,Female,Mixed,141,18,Brown,Black,Bangalore,West Bengal,2021-01-18,10,Found,2021-05-20,Separated in a crowd,Teacher,"Near temple, Mumbai"
C08952,Aarav,Gupta,2015-04-07,Male,Caucasian,138,30,Hazel,Red,Chennai,Maharashtra,2021-05-26,10,Still Missing,,Missing after school,Police,"Near market, Pune"
C08953,Arjun,Nair,2017-11-24,Male,Caucasian,109,32,Green,Brown,Kolkata,Maharashtra,2025-10-04,7,Still Missing,,Wandered away from home,NGO,"Near mall, Kolkata"
